股票代码,股票名称,拼音简写
601668.SH,中国建筑,['ZGJZ']
601669.SH,中国电建,['ZGDJ']
601677.SH,明泰铝业,['MTLY']
601678.SH,滨化股份,['BHGF']
601688.SH,华泰证券,['HTZQ']
601689.SH,拓普集团,['TPJT']
601699.SH,潞安环能,['LAHN']
601700.SH,风范股份,['FFGF']
601717.SH,郑煤机,['ZMJ']
601718.SH,际华集团,['JHJT']
601727.SH,上海电气,['SHDQ']
601766.SH,中国中车,['ZGZC']
601777.SH,力帆股份,['LFGF']
601788.SH,光大证券,['GDZQ']
601789.SH,宁波建工,['NBJG']
601798.SH,蓝科高新,['LKGX']
601799.SH,星宇股份,['XYGF']
601800.SH,中国交建,['ZGJJ']
601801.SH,皖新传媒,"['WXCM', 'WXZM']"
601808.SH,中海油服,['ZHYF']
601818.SH,光大银行,"['GDYH', 'GDYX']"
601857.SH,中国石油,"['ZGDY', 'ZGSY']"
601866.SH,中海集运,['ZHJY']
601872.SH,招商轮船,['ZSLC']
601877.SH,正泰电器,['ZTDQ']
601880.SH,大连港,['DLG']
601886.SH,江河集团,['JHJT']
601888.SH,中国国旅,['ZGGL']
601890.SH,亚星锚链,['YXML']
601898.SH,中煤能源,['ZMNY']
601899.SH,紫金矿业,['ZJKY']
601900.SH,南方传媒,"['NFCM', 'NFZM']"
601901.SH,方正证券,['FZZQ']
601908.SH,京运通,['JYT']
601918.SH,*ST新集,['*STXJ']
601919.SH,中国远洋,['ZGYY']
601928.SH,凤凰传媒,"['FHCM', 'FHZM']"
601929.SH,吉视传媒,"['JSCM', 'JSZM']"
601933.SH,永辉超市,['YHCS']
601939.SH,建设银行,"['JSYH', 'JSYX']"
601958.SH,金钼股份,['JMGF']
601965.SH,中国汽研,['ZGQY']
601968.SH,宝钢包装,['BGBZ']
601969.SH,海南矿业,['HNKY']
601985.SH,中国核电,['ZGHD']
601988.SH,中国银行,"['ZGYH', 'ZGYX']"
601989.SH,中国重工,"['ZGCG', 'ZGZG']"
601991.SH,大唐发电,['DTFD']
601992.SH,金隅股份,['JYGF']
601996.SH,丰林集团,['FLJT']
601998.SH,中信银行,"['ZXYH', 'ZXYX']"
601999.SH,出版传媒,"['CBCM', 'CBZM']"
603000.SH,人民网,['RMW']
603001.SH,奥康国际,['AKGJ']
603002.SH,宏昌电子,['HCDZ']
603003.SH,龙宇燃油,['LYRY']
603005.SH,晶方科技,['JFKJ']
603006.SH,联明股份,['LMGF']
603008.SH,喜临门,['XLM']
603009.SH,北特科技,['BTKJ']
603010.SH,万盛股份,"['MCGF', 'WCGF', 'MSGF', 'WSGF']"
603011.SH,合锻智能,"['GDZN', 'HDZN']"
603012.SH,创力集团,['CLJT']
603015.SH,弘讯科技,['HXKJ']
603017.SH,中衡设计,['ZHSJ']
603018.SH,设计股份,['SJGF']
603019.SH,中科曙光,['ZKSG']
603020.SH,爱普股份,['APGF']
603021.SH,山东华鹏,['SDHP']
603022.SH,新通联,['XTL']
603023.SH,威帝股份,['WDGF']
603025.SH,大豪科技,['DHKJ']
603026.SH,石大胜华,"['DDSH', 'SDSH']"
603027.SH,千禾味业,['QHWY']
603028.SH,赛福天,['SFT']
603029.SH,天鹅股份,['TEGF']
603030.SH,全筑股份,['QZGF']
603066.SH,音飞储存,['YFCC']
603077.SH,和邦生物,['HBSW']
603085.SH,天成自控,['TCZK']
603088.SH,宁波精达,['NBJD']
603099.SH,长白山,"['CBS', 'ZBS']"
603100.SH,川仪股份,['CYGF']
603101.SH,汇嘉时代,['HJSD']
603108.SH,润达医疗,['RDYL']
603111.SH,康尼机电,['KNJD']
603116.SH,红蜻蜓,"['GQT', 'HQT']"
603117.SH,万林股份,"['MLGF', 'WLGF']"
603118.SH,共进股份,['GJGF']
603123.SH,翠微股份,['CWGF']
603126.SH,中材节能,['ZCJN']
603128.SH,华贸物流,['HMWL']
603158.SH,腾龙股份,['TLGF']
603166.SH,福达股份,['FDGF']
603167.SH,渤海轮渡,['BHLD']
603168.SH,莎普爱思,['SPAS']
603169.SH,兰石重装,"['LDCZ', 'LSCZ', 'LDZZ', 'LSZZ']"
603188.SH,亚邦股份,['YBGF']
603198.SH,迎驾贡酒,['YJGJ']
603199.SH,九华旅游,['JHLY']
603222.SH,济民制药,['JMZY']
603223.SH,恒通股份,['HTGF']
603227.SH,雪峰科技,['XFKJ']
603268.SH,松发股份,['SFGF']
603288.SH,海天味业,['HTWY']
603299.SH,井神股份,['JSGF']
603300.SH,华铁科技,['HTKJ']
603306.SH,华懋科技,['HMKJ']
603308.SH,应流股份,['YLGF']
603309.SH,维力医疗,['WLYL']
603311.SH,金海环境,['JHHJ']
603315.SH,福鞍股份,['FAGF']
603318.SH,派思股份,['PSGF']
603328.SH,依顿电子,['YDDZ']
603333.SH,明星电缆,['MXDL']
603338.SH,浙江鼎力,['ZJDL']
603339.SH,四方冷链,['SFLL']
603355.SH,莱克电气,['LKDQ']
603366.SH,日出东方,['RCDF']
603368.SH,柳州医药,['LZYY']
603369.SH,今世缘,['JSY']
603377.SH,东方时尚,['DFSS']
603398.SH,邦宝益智,['BBYZ']
603399.SH,新华龙,['XHL']
603456.SH,九洲药业,['JZYY']
603508.SH,思维列控,['SWLK']
603518.SH,维格娜丝,['WGNS']
603519.SH,立霸股份,['LBGF']
603520.SH,司太立,['STL']
603528.SH,多伦科技,['DLKJ']
603555.SH,贵人鸟,"['GRD', 'GRN']"
603558.SH,健盛集团,"['JCJT', 'JSJT']"
603566.SH,普莱柯,['PLK']
603567.SH,珍宝岛,['ZBD']
603568.SH,伟明环保,['WMHB']
603588.SH,高能环境,['GNHJ']
603589.SH,口子窖,['KZJ']
603598.SH,引力传媒,"['YLCM', 'YLZM']"
603599.SH,广信股份,"['AXGF', 'GXGF']"
603600.SH,永艺股份,['YYGF']
603601.SH,再升科技,['ZSKJ']
603606.SH,东方电缆,['DFDL']
603608.SH,天创时尚,['TCSS']
603609.SH,禾丰牧业,['HFMY']
603611.SH,诺力股份,['NLGF']
603616.SH,韩建河山,['HJHS']
603618.SH,杭电股份,['HDGF']
603636.SH,南威软件,['NWRJ']
603669.SH,灵康药业,['LKYY']
603678.SH,火炬电子,['HJDZ']
603686.SH,龙马环卫,['LMHW']
603688.SH,石英股份,"['DYGF', 'SYGF']"
603696.SH,安记食品,['AJSP']
603698.SH,航天工程,['HTGC']
603699.SH,纽威股份,['NWGF']
603701.SH,德宏股份,['DHGF']
603703.SH,盛洋科技,"['CYKJ', 'SYKJ']"
603718.SH,海利生物,['HLSW']
603726.SH,朗迪集团,['LDJT']
603729.SH,龙韵股份,['LYGF']
603766.SH,隆鑫通用,['LXTY']
603778.SH,乾景园林,"['GJYL', 'QJYL']"
603779.SH,威龙股份,['WLGF']
603788.SH,宁波高发,['NBGF']
603789.SH,星光农机,['XGNJ']
603798.SH,康普顿,['KPD']
603799.SH,华友钴业,['HYGY']
603800.SH,道森股份,['DSGF']
603806.SH,福斯特,['FST']
603808.SH,歌力思,['GLS']
603818.SH,曲美家居,['QMJJ']
603822.SH,嘉澳环保,['JAHB']
603828.SH,柯利达,['KLD']
603838.SH,四通股份,['STGF']
603861.SH,白云电器,['BYDQ']
603866.SH,桃李面包,['TLMB']
603868.SH,飞科电器,['FKDQ']
603869.SH,北部湾旅,['BBWL']
603883.SH,老百姓,['LBX']
603885.SH,吉祥航空,['JXHK']
603889.SH,新澳股份,['XAGF']
603898.SH,好莱客,['HLK']
603899.SH,晨光文具,['CGWJ']
603901.SH,永创智能,['YCZN']
603918.SH,金桥信息,['JQXX']
603919.SH,金徽酒,['JHJ']
603936.SH,博敏电子,['BMDZ']
603939.SH,益丰药房,['YFYF']
603959.SH,百利科技,['BLKJ']
603968.SH,醋化股份,['CHGF']
603969.SH,银龙股份,['YLGF']
603979.SH,金诚信,['JCX']
603988.SH,中电电机,['ZDDJ']
603989.SH,艾华集团,"['AHJT', 'YHJT']"
603993.SH,洛阳钼业,['LYMY']
603996.SH,中新科技,['ZXKJ']
603997.SH,继峰股份,['JFGF']
603998.SH,方盛制药,"['FCZY', 'FSZY']"
603999.SH,读者传媒,"['DZCM', 'DZZM']"
